entry_time,exit_time,entry_price,exit_price,position,pnl,pnl_pct,exit_reason,bars_held
2025-08-14 08:04:00,2025-08-14 08:05:00,3067.0,3073.0,Short,-60000.0,-0.19563090968373,SL,1
2025-08-15 04:36:00,2025-08-15 04:37:00,3074.5,3074.5,Short,-0.0,-0.0,Trail,1
2025-08-15 04:38:00,2025-08-15 04:39:00,3075.0,3075.0,Short,-0.0,-0.0,Trail,1
2025-08-15 04:40:00,2025-08-15 04:41:00,3074.5,3074.5,Short,-0.0,-0.0,Trail,1
2025-08-15 04:43:00,2025-08-15 04:47:00,3074.5,3075.0,Short,-5000.0,-0.01626280696048138,SL,4
2025-08-15 04:48:00,2025-08-15 04:50:00,3075.0,3074.0,Short,10000.0,0.03252032520325203,TP,2
2025-08-15 04:51:00,2025-08-15 04:55:00,3074.0,3074.0,Short,-0.0,-0.0,Trail,3
2025-08-15 07:46:00,2025-08-15 07:47:00,3075.5,3078.0,Short,-25000.0,-0.08128759551292473,SL,1
2025-08-15 07:48:00,2025-08-15 07:52:00,3079.5,3076.5,Short,30000.0,0.0974184120798831,TP,4
2025-08-15 07:53:00,2025-08-15 07:54:00,3077.5,3078.5,Short,-10000.0,-0.03249390739236393,Trail,1
2025-08-15 07:55:00,2025-08-15 07:56:00,3080.0,3080.0,Short,-0.0,-0.0,Trail,1
2025-08-15 07:57:00,2025-08-15 08:01:00,3076.5,3080.5,Short,-40000.0,-0.1300178774581505,SL,4
2025-08-15 08:02:00,2025-08-15 08:03:00,3084.5,3087.0,Short,-25000.0,-0.08105041335710812,SL,1
2025-08-15 08:04:00,2025-08-15 08:05:00,3090.5,3090.5,Short,-0.0,-0.0,Trail,1
2025-08-15 08:06:00,2025-08-15 08:07:00,3089.0,3089.5,Short,-5000.0,-0.01618646811265782,Trail,1
2025-08-15 08:08:00,2025-08-15 08:09:00,3087.5,3088.5,Short,-10000.0,-0.032388663967611336,Trail,1
2025-08-15 08:10:00,2025-08-15 08:11:00,3086.0,3086.0,Short,-0.0,-0.0,Trail,1
2025-08-15 08:12:00,2025-08-15 08:13:00,3087.5,3091.0,Short,-35000.0,-0.11336032388663966,SL,1
2025-08-15 08:14:00,2025-08-15 08:15:00,3090.5,3092.5,Short,-20000.0,-0.06471444750040446,Trail,1
2025-08-15 08:16:00,2025-08-15 08:25:00,3089.0,3079.0,Short,100000.0,0.32372936225315635,TP,9
2025-08-15 08:45:00,2025-08-15 08:46:00,3091.5,3092.5,Short,-10000.0,-0.03234675723758693,Trail,1
2025-08-15 08:47:00,2025-08-15 08:48:00,3092.5,3092.5,Short,-0.0,-0.0,Trail,1
2025-08-15 08:49:00,2025-08-15 08:51:00,3092.0,3088.0,Short,40000.0,0.129366106080207,TP,2
2025-08-15 08:52:00,2025-08-15 09:03:00,3087.5,3087.0,Short,5000.0,0.016194331983805668,Trail,11
2025-08-16 04:46:00,2025-08-16 04:47:00,3108.0,3108.0,Short,-0.0,-0.0,Trail,1
2025-08-16 04:48:00,2025-08-16 04:49:00,3108.0,3108.0,Short,-0.0,-0.0,Trail,1
2025-08-16 04:50:00,2025-08-16 04:51:00,3108.5,3108.5,Short,-0.0,-0.0,Trail,1
2025-08-16 04:52:00,2025-08-18 07:46:00,3108.5,3113.0,Short,-45000.0,-0.1447643557986167,SL,3
2025-08-18 07:47:00,2025-08-18 07:50:00,3111.0,3105.5,Short,55000.0,0.17679202828672452,TP,3
2025-08-18 07:51:00,2025-08-18 07:52:00,3105.5,3105.5,Short,-0.0,-0.0,Trail,1
2025-08-18 07:53:00,2025-08-18 07:54:00,3106.0,3107.5,Short,-15000.0,-0.04829362524146813,Trail,1
2025-08-18 07:55:00,2025-08-18 07:56:00,3106.5,3107.0,Short,-5000.0,-0.016095284081764045,Trail,1
2025-08-18 07:57:00,2025-08-18 07:58:00,3107.0,3108.0,Short,-10000.0,-0.0321853878339234,Trail,1
2025-08-18 07:59:00,2025-08-18 08:00:00,3107.5,3110.5,Short,-30000.0,-0.09654062751407884,SL,1
2025-08-18 08:01:00,2025-08-18 08:02:00,3116.0,3117.0,Short,-10000.0,-0.03209242618741977,Trail,1
2025-08-18 08:03:00,2025-08-18 08:07:00,3116.0,3118.0,Short,-20000.0,-0.06418485237483953,Trail,4
2025-08-18 08:08:00,2025-08-18 08:09:00,3119.5,3122.0,Short,-25000.0,-0.08014104824491104,Trail,1
2025-08-18 08:10:00,2025-08-18 08:12:00,3123.0,3124.5,Short,-15000.0,-0.04803073967339097,Trail,2
2025-08-18 08:13:00,2025-08-18 08:14:00,3125.0,3126.0,Short,-10000.0,-0.032,Trail,1
2025-08-18 08:15:00,2025-08-18 08:21:00,3124.0,3115.0,Short,90000.0,0.2880921895006402,TP,6
2025-08-18 08:22:00,2025-08-18 08:23:00,3118.0,3120.5,Short,-25000.0,-0.08017960230917255,Trail,1
2025-08-18 08:24:00,2025-08-18 08:25:00,3121.0,3122.5,Short,-15000.0,-0.04806151874399231,Trail,1
2025-08-18 08:26:00,2025-08-18 08:29:00,3123.0,3124.0,Short,-10000.0,-0.032020493115593976,Trail,3
2025-08-18 08:30:00,2025-08-18 08:31:00,3123.5,3123.5,Short,-0.0,-0.0,Trail,1
2025-08-18 08:32:00,2025-08-18 08:41:00,3123.5,3121.0,Short,25000.0,0.08003841844085162,Trail,9
2025-08-18 08:49:00,2025-08-18 08:55:00,3116.5,3118.0,Short,-15000.0,-0.048130916091769615,Trail,6
2025-08-18 08:56:00,2025-08-18 08:57:00,3119.0,3119.5,Short,-5000.0,-0.016030779095864058,Trail,1
2025-08-18 08:58:00,2025-08-18 09:07:00,3121.5,3124.0,Short,-25000.0,-0.08008970046452026,SL,9
2025-08-19 04:55:00,2025-08-19 07:46:00,3129.0,3129.0,Short,-0.0,-0.0,Trail,1
2025-08-19 07:47:00,2025-08-19 07:48:00,3128.0,3129.0,Short,-10000.0,-0.0319693094629156,SL,1
2025-08-19 07:49:00,2025-08-19 07:52:00,3130.5,3130.5,Short,-0.0,-0.0,Trail,3
2025-08-19 07:53:00,2025-08-19 07:58:00,3131.5,3132.5,Short,-10000.0,-0.03193357815743254,Trail,5
2025-08-19 07:59:00,2025-08-19 08:02:00,3130.0,3123.5,Short,65000.0,0.20766773162939298,TP,3
2025-08-19 08:41:00,2025-08-19 08:46:00,3116.0,3115.5,Short,5000.0,0.016046213093709884,Trail,5
2025-08-19 08:49:00,2025-08-19 08:50:00,3113.5,3114.5,Short,-10000.0,-0.03211819495744339,Trail,1
2025-08-20 04:55:00,2025-08-20 07:46:00,3115.0,3117.0,Short,-20000.0,-0.06420545746388442,SL,1
2025-08-20 07:47:00,2025-08-20 07:48:00,3116.5,3119.5,Short,-30000.0,-0.09626183218353923,SL,1
2025-08-20 07:49:00,2025-08-20 07:50:00,3119.0,3120.0,Short,-10000.0,-0.032061558191728116,SL,1
2025-08-20 07:51:00,2025-08-20 07:52:00,3120.0,3115.0,Short,50000.0,0.16025641025641024,TP,1
2025-08-20 07:53:00,2025-08-20 07:54:00,3113.5,3114.0,Short,-5000.0,-0.016059097478721696,Trail,1
2025-08-20 07:55:00,2025-08-20 08:00:00,3114.5,3108.0,Short,65000.0,0.20870123615347566,TP,5
2025-08-20 21:56:00,2025-08-20 22:01:00,3087.5,3091.0,Short,-35000.0,-0.11336032388663966,SL,5
2025-08-21 04:39:00,2025-08-21 04:40:00,3101.0,3101.0,Short,-0.0,-0.0,Trail,1
2025-08-21 04:41:00,2025-08-21 04:42:00,3101.0,3100.5,Short,5000.0,0.016123831022250887,TP,1
2025-08-21 04:43:00,2025-08-21 04:45:00,3100.5,3100.5,Short,-0.0,-0.0,Trail,1
2025-08-21 04:46:00,2025-08-21 04:49:00,3100.5,3101.5,Short,-10000.0,-0.032252862441541685,SL,1
2025-08-21 04:50:00,2025-08-21 04:53:00,3101.5,3101.5,Short,-0.0,-0.0,Trail,1
2025-08-21 04:54:00,2025-08-21 04:55:00,3101.5,3101.5,Short,-0.0,-0.0,Trail,1
2025-08-21 07:46:00,2025-08-21 07:47:00,3096.0,3099.5,Short,-35000.0,-0.11304909560723514,SL,1
2025-08-21 07:48:00,2025-08-21 07:51:00,3101.5,3102.5,Short,-10000.0,-0.032242463324197966,SL,3
2025-08-21 07:52:00,2025-08-21 07:53:00,3101.0,3102.0,Short,-10000.0,-0.032247662044501774,Trail,1
2025-08-21 07:54:00,2025-08-21 07:55:00,3101.0,3102.5,Short,-15000.0,-0.04837149306675266,SL,1
2025-08-21 07:56:00,2025-08-21 07:57:00,3101.0,3101.5,Short,-5000.0,-0.016123831022250887,Trail,1
2025-08-21 07:58:00,2025-08-21 08:01:00,3099.5,3085.0,Short,145000.0,0.467817389901597,TP,3
2025-08-21 08:02:00,2025-08-21 08:03:00,3090.5,3092.0,Short,-15000.0,-0.04853583562530335,Trail,1
2025-08-21 08:04:00,2025-08-21 08:05:00,3090.0,3093.5,Short,-35000.0,-0.11326860841423948,SL,1
2025-08-21 08:06:00,2025-08-21 08:07:00,3094.0,3095.0,Short,-10000.0,-0.03232062055591467,Trail,1
2025-08-21 08:08:00,2025-08-21 08:12:00,3093.5,3097.5,Short,-40000.0,-0.12930337805075157,SL,4
2025-08-21 08:13:00,2025-08-21 08:22:00,3093.5,3082.5,Short,110000.0,0.35558428963956684,TP,9
2025-08-22 04:55:00,2025-08-22 07:46:00,3089.0,3088.5,Short,5000.0,0.01618646811265782,TP,1
2025-08-22 07:47:00,2025-08-22 07:48:00,3090.5,3090.5,Short,-0.0,-0.0,Trail,1
2025-08-22 07:49:00,2025-08-22 07:50:00,3091.0,3091.0,Short,-0.0,-0.0,Trail,1
2025-08-22 07:51:00,2025-08-22 07:54:00,3092.0,3088.5,Short,35000.0,0.11319534282018111,TP,3
2025-08-22 07:55:00,2025-08-22 07:58:00,3088.0,3089.0,Short,-10000.0,-0.032383419689119175,Trail,3
2025-08-22 07:59:00,2025-08-22 08:00:00,3088.5,3088.5,Short,-0.0,-0.0,Trail,1
2025-08-22 08:01:00,2025-08-22 08:02:00,3094.5,3097.5,Short,-30000.0,-0.09694619486185167,SL,1
2025-08-22 08:03:00,2025-08-22 08:04:00,3096.5,3099.5,Short,-30000.0,-0.09688357823348942,SL,1
2025-08-22 08:05:00,2025-08-22 08:08:00,3094.0,3093.0,Short,10000.0,0.03232062055591467,Trail,3
2025-08-22 08:09:00,2025-08-22 08:15:00,3094.0,3081.5,Short,125000.0,0.4040077569489335,TP,6
2025-08-22 08:16:00,2025-08-22 08:17:00,3079.5,3081.5,Short,-20000.0,-0.0649456080532554,Trail,1
2025-08-22 08:42:00,2025-08-22 08:55:00,3094.0,3096.0,Short,-20000.0,-0.06464124111182934,SL,13
2025-08-22 08:56:00,2025-08-22 08:57:00,3093.5,3096.0,Short,-25000.0,-0.08081461128171974,SL,1
2025-08-22 08:58:00,2025-08-22 08:59:00,3096.5,3097.0,Short,-5000.0,-0.016147263038914905,Trail,1
2025-08-23 04:44:00,2025-08-23 04:45:00,3111.5,3111.5,Short,-0.0,-0.0,Trail,1
2025-08-23 04:46:00,2025-08-23 04:47:00,3111.5,3111.5,Short,-0.0,-0.0,Trail,1
2025-08-23 04:48:00,2025-08-23 04:49:00,3110.0,3110.5,Short,-5000.0,-0.01607717041800643,SL,1
2025-08-23 04:50:00,2025-08-23 04:51:00,3110.5,3110.5,Short,-0.0,-0.0,Trail,1
2025-08-23 04:52:00,2025-08-23 04:54:00,3110.5,3110.5,Short,-0.0,-0.0,Trail,1
2025-08-23 04:55:00,2025-08-25 07:46:00,3110.5,3117.0,Short,-65000.0,-0.2089696190323099,SL,1
2025-08-25 07:47:00,2025-08-25 07:48:00,3112.5,3107.0,Short,55000.0,0.17670682730923695,TP,1
2025-08-25 07:49:00,2025-08-25 07:50:00,3106.0,3106.5,Short,-5000.0,-0.016097875080489377,Trail,1
2025-08-25 07:51:00,2025-08-25 07:52:00,3108.5,3110.5,Short,-20000.0,-0.0643397136882741,Trail,1
2025-08-25 07:53:00,2025-08-25 07:59:00,3111.5,3115.0,Short,-35000.0,-0.11248593925759282,SL,6
2025-08-25 08:00:00,2025-08-25 08:01:00,3118.0,3123.5,Short,-55000.0,-0.1763951250801796,SL,1
2025-08-25 08:02:00,2025-08-25 08:05:00,3126.0,3127.5,Short,-15000.0,-0.04798464491362764,Trail,3
2025-08-25 08:06:00,2025-08-25 08:15:00,3123.0,3110.0,Short,130000.0,0.4162664105027218,TP,9
2025-08-25 08:44:00,2025-08-25 08:45:00,3115.5,3115.5,Short,-0.0,-0.0,Trail,1
2025-08-26 04:41:00,2025-08-26 04:42:00,3090.0,3090.0,Short,-0.0,-0.0,Trail,1
2025-08-26 04:45:00,2025-08-26 04:46:00,3090.0,3090.0,Short,-0.0,-0.0,Trail,1
2025-08-26 04:48:00,2025-08-26 04:49:00,3090.0,3090.0,Short,-0.0,-0.0,Trail,1
2025-08-26 04:50:00,2025-08-26 04:51:00,3090.5,3090.0,Short,5000.0,0.016178611875101116,TP,1
2025-08-26 04:52:00,2025-08-26 04:55:00,3090.0,3090.0,Short,-0.0,-0.0,Trail,1
2025-08-26 07:46:00,2025-08-26 07:49:00,3097.0,3097.5,Short,-5000.0,-0.01614465611882467,Trail,3
2025-08-26 07:50:00,2025-08-26 07:51:00,3098.0,3098.0,Short,-0.0,-0.0,Trail,1
2025-08-26 07:52:00,2025-08-26 07:53:00,3097.5,3098.5,Short,-10000.0,-0.032284100080710254,Trail,1
2025-08-26 07:54:00,2025-08-26 07:55:00,3098.5,3099.5,Short,-10000.0,-0.032273680813296755,Trail,1
2025-08-26 07:56:00,2025-08-26 08:02:00,3099.5,3099.5,Short,-0.0,-0.0,Trail,6
2025-08-26 08:03:00,2025-08-26 08:05:00,3095.0,3084.0,Short,110000.0,0.3554119547657512,TP,2
2025-08-26 08:06:00,2025-08-26 08:07:00,3091.5,3092.0,Short,-5000.0,-0.016173378618793467,Trail,1
2025-08-26 08:08:00,2025-08-26 08:09:00,3090.0,3092.0,Short,-20000.0,-0.06472491909385113,Trail,1
2025-08-26 08:10:00,2025-08-26 08:21:00,3094.0,3081.5,Short,125000.0,0.4040077569489335,TP,11
2025-08-26 08:54:00,2025-08-26 08:55:00,3064.5,3067.5,Short,-30000.0,-0.09789525208027411,SL,1
2025-08-26 08:58:00,2025-08-26 09:05:00,3071.0,3072.5,Short,-15000.0,-0.04884402474763921,Trail,7
2025-08-27 04:41:00,2025-08-27 04:42:00,3079.5,3079.5,Short,-0.0,-0.0,Trail,1
2025-08-27 04:55:00,2025-08-27 07:46:00,3080.0,3077.5,Short,25000.0,0.08116883116883117,TP,1
2025-08-27 07:47:00,2025-08-27 07:48:00,3076.5,3078.5,Short,-20000.0,-0.06500893872907525,SL,1
2025-08-27 07:49:00,2025-08-27 07:52:00,3079.0,3076.5,Short,25000.0,0.08119519324455993,TP,3
2025-08-27 07:53:00,2025-08-27 07:54:00,3076.0,3076.0,Short,-0.0,-0.0,Trail,1
2025-08-27 07:55:00,2025-08-27 08:01:00,3076.0,3068.0,Short,80000.0,0.26007802340702213,TP,6
2025-08-27 08:02:00,2025-08-27 08:08:00,3065.0,3067.5,Short,-25000.0,-0.08156606851549755,SL,6
2025-08-27 08:09:00,2025-08-27 08:10:00,3064.0,3065.5,Short,-15000.0,-0.048955613577023493,Trail,1
2025-08-27 08:11:00,2025-08-27 08:12:00,3066.5,3069.0,Short,-25000.0,-0.08152616990053807,Trail,1
2025-08-27 08:13:00,2025-08-27 08:14:00,3072.0,3073.0,Short,-10000.0,-0.03255208333333333,Trail,1
2025-08-27 08:15:00,2025-08-27 08:39:00,3071.0,3061.5,Short,95000.0,0.30934549006838163,TP,24
2025-08-28 04:22:00,2025-08-28 04:23:00,3059.5,3059.5,Short,-0.0,-0.0,Trail,1
2025-08-28 04:39:00,2025-08-28 04:40:00,3067.5,3067.5,Short,-0.0,-0.0,Trail,1
2025-08-28 04:41:00,2025-08-28 07:46:00,3068.0,3061.0,Short,70000.0,0.22816166883963493,TP,15
2025-08-28 07:47:00,2025-08-28 07:53:00,3064.0,3062.0,Short,20000.0,0.06527415143603134,Trail,6
2025-08-28 07:54:00,2025-08-28 07:58:00,3060.0,3062.0,Short,-20000.0,-0.065359477124183,SL,4
2025-08-28 07:59:00,2025-08-28 08:00:00,3060.5,3061.0,Short,-5000.0,-0.016337199803953602,Trail,1
2025-08-28 08:04:00,2025-08-28 08:07:00,3067.5,3069.0,Short,-15000.0,-0.04889975550122249,Trail,3
2025-08-28 08:08:00,2025-08-28 08:09:00,3072.0,3073.0,Short,-10000.0,-0.03255208333333333,Trail,1
2025-08-28 08:10:00,2025-08-28 08:12:00,3076.5,3076.5,Short,-0.0,-0.0,Trail,2
2025-08-28 08:13:00,2025-08-28 08:18:00,3079.5,3068.0,Short,115000.0,0.37343724630621855,TP,5
2025-08-28 08:19:00,2025-08-28 08:20:00,3065.5,3068.0,Short,-25000.0,-0.08155276463872126,Trail,1
2025-08-28 08:21:00,2025-08-28 08:22:00,3067.0,3069.0,Short,-20000.0,-0.06521030322791001,Trail,1
2025-08-28 08:23:00,2025-08-28 08:28:00,3071.5,3072.0,Short,-5000.0,-0.016278691193228063,Trail,5
2025-08-28 08:33:00,2025-08-28 08:37:00,3075.0,3075.0,Short,-0.0,-0.0,Trail,4
2025-08-28 08:38:00,2025-08-28 08:49:00,3077.0,3078.0,Short,-10000.0,-0.032499187520311994,Trail,11
2025-08-28 08:50:00,2025-08-28 08:56:00,3076.5,3075.5,Short,10000.0,0.03250446936453762,Trail,6
2025-08-28 14:40:00,2025-08-28 16:01:00,3098.0,3098.5,Short,-5000.0,-0.01613944480309877,Trail,1
2025-08-29 04:55:00,2025-08-29 07:46:00,3084.5,3082.0,Short,25000.0,0.08105041335710812,TP,1
2025-08-29 07:47:00,2025-08-29 07:49:00,3082.5,3079.5,Short,30000.0,0.09732360097323602,TP,2
2025-08-29 07:50:00,2025-08-29 07:51:00,3079.0,3079.0,Short,-0.0,-0.0,Trail,1
2025-08-29 07:52:00,2025-08-29 08:00:00,3078.5,3080.0,Short,-15000.0,-0.04872502842293325,SL,8
2025-08-29 08:01:00,2025-08-29 08:10:00,3080.0,3078.5,Short,15000.0,0.048701298701298704,Trail,9
2025-08-30 04:41:00,2025-08-30 04:42:00,3047.5,3047.5,Short,-0.0,-0.0,Trail,1
2025-08-30 04:43:00,2025-08-30 04:44:00,3047.5,3047.0,Short,5000.0,0.016406890894175553,TP,1
2025-08-30 04:50:00,2025-08-30 04:51:00,3047.5,3047.5,Short,-0.0,-0.0,Trail,1
2025-08-30 04:52:00,2025-08-30 04:53:00,3047.5,3047.5,Short,-0.0,-0.0,Trail,1
2025-08-30 04:54:00,2025-08-30 04:55:00,3047.5,3048.5,Short,-10000.0,-0.03281378178835111,SL,1
2025-09-01 07:46:00,2025-09-01 07:48:00,3055.0,3055.5,Short,-5000.0,-0.016366612111292964,Trail,2
2025-09-01 07:49:00,2025-09-01 07:53:00,3057.5,3053.5,Short,40000.0,0.13082583810302534,TP,4
2025-09-01 07:54:00,2025-09-01 08:00:00,3054.0,3059.0,Short,-50000.0,-0.16371971185330714,SL,6
2025-09-01 08:01:00,2025-09-01 08:02:00,3054.5,3055.5,Short,-10000.0,-0.03273858241938124,Trail,1
2025-09-01 08:03:00,2025-09-01 08:04:00,3054.0,3061.5,Short,-75000.0,-0.2455795677799607,SL,1
